timestamp,lat,lon,alt,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
432349456,22.590900227237537,113.97501404195805,26.820108,-0.0,-0.10669014,-0.00025710475,0.19108208,2.238237,3.1072235,6.388037,0.0,2,0,0,0
432554148,22.590900070843187,113.97501369855134,26.808859,-0.0,-0.10240269,-0.003814525,0.19414467,2.2380097,3.1069918,6.3880086,0.0,2,0,0,0
432754925,22.590899907193045,113.97501341968245,26.801823,-0.0,-0.097718984,-0.005021559,0.1960675,2.237711,3.106117,6.388011,0.0,2,0,0,0
432955731,22.590899723370725,113.97501312136632,26.802853,-0.0,-0.09422343,-0.008303065,0.19595751,2.237245,3.1052494,6.3880134,0.0,2,0,0,0
433160639,22.59089954400183,113.9750129026623,26.800125,-0.0,-0.09241572,-0.0066850656,0.19759387,2.2372546,3.1057374,6.387981,0.0,2,0,0,0
433361332,22.590899362089996,113.9750127939629,26.802069,-0.0,-0.09019075,-0.0016189127,0.19626914,2.2371297,3.1050937,6.388034,0.0,2,0,0,0
433562950,22.590899188971328,113.97501272992673,26.802145,-0.0,-0.08657749,0.0042627323,0.19587916,2.2372496,3.104345,6.3880343,0.0,2,0,0,0
433763715,22.590899027954237,113.9750126521702,26.804857,-0.0,-0.08358473,0.0077615543,0.1944389,2.2363405,3.1034362,6.388084,0.0,2,0,0,0
433968541,22.590898854994226,113.9750125427671,26.812162,-0.0,-0.08148528,0.01014999,0.19186564,2.2352312,3.102803,6.388078,0.0,2,0,0,0
434169374,22.590898651994685,113.9750124741211,26.815245,-0.0,-0.08172371,0.013971177,0.19089152,2.2346582,3.1016958,6.388036,0.0,2,0,0,0
434374148,22.59089841472948,113.97501237131583,26.819445,-0.0,-0.08420023,0.015620802,0.1881818,2.234077,3.1011827,6.388025,0.0,2,0,0,0
434574915,22.59089819791946,113.97501226423974,26.821953,-0.0,-0.08470205,0.015833052,0.18693814,2.2337873,3.100223,6.3880205,0.0,2,0,0,0
434779718,22.590898021269393,113.97501225700802,26.826162,-0.0,-0.0836116,0.020315673,0.18500154,2.2331576,3.1010625,6.387996,0.0,2,0,0,0
434981336,22.590897900453008,113.97501236530573,26.83842,-0.0,-0.080676414,0.02865341,0.18131045,2.2327907,3.1009912,6.387991,0.0,2,0,0,0
435186122,22.590897790704737,113.97501253009668,26.843365,-0.0,-0.07853578,0.038727604,0.17999575,2.2329736,3.1016526,6.388017,0.0,2,0,0,0
435386960,22.590897696853194,113.97501270695916,26.850172,-0.0,-0.0755491,0.046922375,0.17769724,2.232899,3.0987988,6.3879547,0.0,2,0,0,0
435591741,22.590897626518682,113.97501286433487,26.860563,-0.0,-0.07161096,0.054109655,0.17400879,2.232619,3.099034,6.3879623,0.0,2,0,0,0
435792558,22.59089756131084,113.97501307907935,26.868793,-0.0,-0.068482764,0.063746795,0.17088518,2.2321439,3.0996933,6.3879905,0.0,2,0,0,0
435993314,22.590897474590736,113.97501325419542,26.882177,-0.0,-0.06685745,0.070446946,0.16660756,2.2317402,3.0992851,6.3880363,0.0,2,0,0,0
436194968,22.590897342026548,113.97501332340815,26.8905,-0.0,-0.06651985,0.07169121,0.16443102,2.2309887,3.0998974,6.3880405,0.0,2,0,0,0
436395714,22.59089719756447,113.97501338403286,26.890541,-0.0,-0.06786074,0.07222947,0.16439535,2.2297735,3.0992768,6.3880334,0.0,2,0,0,0
436600517,22.59089711208798,113.97501361653164,26.89338,-0.0,-0.06764522,0.08018807,0.16275282,2.2294073,3.100081,6.388045,0.0,2,0,0,0
436801318,22.590897058083357,113.97501398472473,26.89521,-0.0,-0.06531961,0.09278546,0.16161124,2.2298021,3.100839,6.3880486,0.0,2,0,0,0
437006121,22.5908970247805,113.97501435472459,26.894905,-0.0,-0.06283599,0.10365994,0.16176866,2.2299805,3.1000545,6.388041,0.0,2,0,0,0
437206946,22.590897027055515,113.97501473178204,26.900772,-0.0,-0.058500413,0.112637915,0.16047621,2.2296958,3.100119,6.388038,0.0,2,0,0,0
437411732,22.590897045188672,113.97501513171453,26.909576,-0.0,-0.0547407,0.12277988,0.15750699,2.2302065,3.1000307,6.388055,0.0,2,0,0,0
437613343,22.59089704909967,113.97501551336092,26.925081,-0.0,-0.050607976,0.13075402,0.15290795,2.2300553,3.0991795,6.3880486,0.0,2,0,0,0
437818123,22.590897068639386,113.97501592602913,26.924543,-0.0,-0.04529533,0.13876747,0.1536795,2.2298656,3.0988533,6.3880606,0.0,2,0,0,0
438018975,22.590897115030305,113.97501642020448,26.91454,-0.0,-0.040606245,0.1495147,0.15742038,2.2302291,3.0990167,6.3880496,0.0,2,0,0,0
438223779,22.590897167521344,113.97501699758465,26.907427,-0.0,-0.035284337,0.1634111,0.1604795,2.230677,3.0991514,6.3880134,0.0,2,0,0,0
438424555,22.590897200873705,113.97501760527832,26.908094,-0.0,-0.03184557,0.17785452,0.16052486,2.230663,3.0990322,6.388003,0.0,2,0,0,0
438625314,22.590897229028638,113.97501820514339,26.903225,-0.0,-0.029142488,0.19208609,0.1628486,2.2305028,3.0986478,6.3880005,0.0,2,0,0,0
438826929,22.590897270458015,113.97501885585609,26.894659,-0.0,-0.025166892,0.20581934,0.16624644,2.2300324,3.099257,6.3880067,0.0,2,0,0,0
439027732,22.590897318206185,113.9750194402056,26.892748,-0.0,-0.020066641,0.21519892,0.16730274,2.2299552,3.0988648,6.388006,0.0,2,0,0,0
439232537,22.59089735932248,113.97501989366106,26.890575,-0.0,-0.0132851675,0.21649092,0.1670189,2.2293181,3.098823,6.3879743,0.0,2,0,0,0
439433315,22.590897430598385,113.97502038585547,26.879593,-0.0,-0.009344757,0.22150902,0.17131215,2.2277207,3.0988047,6.3880196,0.0,2,0,0,0
439638163,22.590897473166265,113.97502081014001,26.858084,-0.0,-0.0062939893,0.22473828,0.1771984,2.2257547,3.0984437,6.3880672,0.0,2,0,0,0
439838975,22.59089750275557,113.97502108985194,26.849741,-0.0,-0.0036589976,0.22095586,0.17751859,2.219449,3.0984807,6.3880277,0.0,2,0,0,0
440043714,22.590897534073083,113.9750214477013,26.839249,-0.0,-0.0023019256,0.22508198,0.17947184,2.2229464,3.0986679,6.3880167,0.0,2,0,0,0
440245332,22.59089760004434,113.97502184719487,26.83781,-0.0,-0.00071949395,0.22487651,0.17872886,2.2240136,3.098858,6.3880177,0.0,2,0,0,0
440450143,22.590897625857814,113.97502217784267,26.829643,-0.0,0.005512428,0.22725512,0.17872205,2.2124577,3.0990381,6.3880324,0.0,2,0,0,0
440650915,22.590897706994628,113.97502243893405,26.818882,-0.0,-0.0020791306,0.22264141,0.1805997,2.2156992,3.098786,6.388027,0.0,2,0,0,0
440855739,22.590897770898888,113.97502260010907,26.817026,-0.0,0.0068219914,0.21146251,0.18061025,2.2172546,3.100459,6.3879995,0.0,2,0,0,0
441056528,22.590897828248522,113.9750229734531,26.813295,-0.0,0.008919407,0.21034612,0.17518611,2.2200124,3.1023154,6.3879986,0.0,2,0,0,0
441257332,22.59089786941414,113.97502357094473,26.815813,-0.0,0.02240773,0.23764923,0.18709517,2.2174556,3.10427,6.388007,0.0,2,0,0,0
441459006,22.590897844632114,113.97502397735424,26.833405,-0.0,-0.032244124,0.18541387,-0.021914117,2.2159262,3.1057005,6.3880153,0.0,2,0,0,0
441659739,22.590897769168773,113.97502407291158,26.885971,-0.0,-0.06215794,0.11914612,-0.04695979,2.2541618,3.106206,6.388019,0.0,2,0,0,0
441864516,22.590897478651513,113.97502426117444,26.916182,-0.0,-0.013317808,0.25364277,0.10749876,2.3089197,3.1051154,6.387965,0.0,2,0,0,0
442065367,22.590897295063037,113.97502473059835,26.927195,-0.0,-0.048684884,0.24974546,0.14528425,2.303855,3.1071196,6.3879757,0.0,2,0,0,0
442270151,22.590897213694745,113.97502511128795,26.93876,-0.0,-0.03799228,0.23808587,0.11927735,2.293754,3.1080234,6.387999,0.0,2,0,0,0
442470924,22.590897110942823,113.97502525142492,26.941801,-0.0,-0.069960274,0.2335381,0.104863726,2.2919707,3.1093457,6.3879557,0.0,2,0,0,0
442675714,22.590897022753936,113.97502523653411,26.937359,-0.0,-0.08334976,0.22780675,0.09281894,2.291563,3.1104288,6.3879704,0.0,2,0,0,0
442877335,22.59089696655576,113.97502516131816,26.934067,-0.0,-0.09895033,0.21897186,0.0972578,2.2906027,3.1110325,6.3879766,0.0,2,0,0,0
443082121,22.590896976843375,113.97502503350121,26.944021,-0.0,-0.07161204,0.24842565,0.14204553,2.2826142,3.1121151,6.387992,0.0,2,0,0,0
443282957,22.590896914019797,113.97502511569115,26.943712,-0.0,-0.1728761,0.2649368,0.15983543,2.2740526,3.113682,6.38795,0.0,2,0,0,0
443487732,22.590896803304492,113.9750251949503,26.938253,-0.0,-0.11352494,0.24329314,0.20079817,2.259667,3.1143937,6.387955,0.0,2,0,0,0
443688555,22.59089684832947,113.97502506387279,26.949316,-0.0,-0.10992567,0.17952397,0.05789635,2.2425797,3.11535,6.3879795,0.0,2,0,0,0
443889415,22.590896775074608,113.97502517575153,26.96338,-0.0,-0.15053095,0.17654765,0.017372184,2.2380383,3.1169517,6.387981,0.0,2,0,0,0
444094146,22.590896763491905,113.9750251361928,26.98605,-0.0,-0.12426938,0.14015089,0.029822106,2.2362955,3.1183455,6.387991,0.0,2,0,0,0
444295732,22.590896361330884,113.97502512370332,27.00513,-0.0,-0.13786168,0.14064035,0.045289535,2.2218733,3.119168,6.387951,0.0,2,0,0,0
444500550,22.59089601466042,113.97502487680146,27.0127,-0.0,-0.15631554,0.1303159,0.037208576,2.2090654,3.122403,6.3879848,0.0,2,0,0,0
444701314,22.59089579715567,113.97502450397536,27.02885,-0.0,-0.15050556,0.1324038,0.045168236,2.2402737,3.1253119,6.387999,0.0,2,0,0,0
444906121,22.59089557259668,113.97502423996482,27.045795,-0.0,-0.1506103,0.06336741,-0.07468028,2.2340858,3.128117,6.387963,0.0,2,0,0,0
445106914,22.59089572178011,113.9750236563863,27.096304,-0.0,-0.13517064,0.009252245,-0.073426634,2.2429724,3.1277375,6.3879685,0.0,2,0,0,0
445311718,22.59089585198783,113.97502319875292,27.125666,-0.0,-0.16311075,0.092274204,0.08455031,2.2479286,3.1232672,6.387972,0.0,2,0,0,0
445513332,22.59089585622891,113.97502288275211,27.131334,-0.0,-0.19795346,0.14152993,0.20630862,2.2324953,3.124476,6.387991,0.0,2,0,0,0
445718139,22.590895986421657,113.97502264938944,27.142962,-0.0,-0.17712155,0.06113266,0.057506423,2.233824,3.1241646,6.3879943,0.0,2,0,0,0
