timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
49238450,0.1835808,0.15281487,-0.30196476
49260439,0.18217076,0.1538463,-0.3111739
49283479,0.19063105,0.14972058,-0.29851136
49305671,0.1835808,0.1538463,-0.30196476
49327501,0.19909132,0.14765772,-0.31002274
49349859,0.18499085,0.15178344,-0.2835466
49371478,0.20050137,0.1466263,-0.30426705
49393479,0.18499085,0.1538463,-0.2939068
49415487,0.18076071,0.14868915,-0.3065693
49437468,0.18499085,0.14972058,-0.29851136
49460439,0.18076071,0.15075201,-0.30772045
49482450,0.18217076,0.14868915,-0.30772045
49504445,0.19063105,0.14456344,-0.31232503
49526439,0.1835808,0.14456344,-0.3031159
49548439,0.17230044,0.14972058,-0.2939068
49570439,0.18499085,0.14353201,-0.3054182
49592439,0.17512053,0.14765772,-0.30196476
49614470,0.17935067,0.14456344,-0.3031159
49635478,0.18922101,0.1466263,-0.3088716
49658442,0.18076071,0.1466263,-0.30081365
49680471,0.17512053,0.14868915,-0.29851136
49702438,0.17794062,0.14559487,-0.30081365
49724439,0.18076071,0.14559487,-0.3111739
49745439,0.20332146,0.1425006,-0.29736024
49769115,0.18217076,0.14456344,-0.3031159
49791442,0.17230044,0.14353201,-0.3031159
49813439,0.18499085,0.1466263,-0.30196476
49835439,0.17230044,0.14456344,-0.30426705
49857450,0.17794062,0.14456344,-0.31232503
49879439,0.1737105,0.14559487,-0.30772045
49901467,0.17230044,0.14765772,-0.30772045
49922467,0.17935067,0.14456344,-0.30081365
49944439,0.18640089,0.1425006,-0.30196476
49966443,0.18640089,0.14765772,-0.30772045
49988450,0.17653058,0.14765772,-0.3088716
50011439,0.18076071,0.1466263,-0.3054182
50032439,0.17512053,0.1466263,-0.2996625
50055448,0.17935067,0.14456344,-0.3065693
50078453,0.17935067,0.14765772,-0.30426705
50100444,0.17512053,0.1466263,-0.31002274
50122650,0.16948035,0.14868915,-0.30081365
50144448,0.17794062,0.1466263,-0.2904534
50166439,0.1708904,0.14765772,-0.3054182
50188479,0.1835808,0.14353201,-0.30772045
50210438,0.1737105,0.14559487,-0.3065693
50232445,0.16807029,0.14765772,-0.2996625
50254438,0.18499085,0.14353201,-0.3111739
50276439,0.16807029,0.14765772,-0.30426705
50299451,0.17230044,0.14559487,-0.30081365
50321451,0.1708904,0.1466263,-0.3111739
50343451,0.16948035,0.1425006,-0.29736024
50365444,0.18076071,0.14043774,-0.31347618
50388475,0.16807029,0.14559487,-0.3065693
50410439,0.16948035,0.14146917,-0.3065693
50432822,0.1708904,0.14043774,-0.3088716
50455505,0.16243011,0.14353201,-0.3065693
50477476,0.16666025,0.1425006,-0.3065693
50499484,0.17230044,0.13837488,-0.32038298
50522438,0.16384016,0.14043774,-0.3088716
50545439,0.16243011,0.1425006,-0.2996625
50566449,0.16384016,0.13940631,-0.3088716
50587454,0.16102007,0.13837488,-0.3031159
50609671,0.16102007,0.13837488,-0.3088716
50631445,0.17653058,0.13837488,-0.31232503
